Common Name,Link,Scientific Name,Classification,Order,Family,Temperament,Level,Diet,PH,GH,Temp,Size,Continent,X,Y,Z
Kribensis Cichlid,/species-spotlight/kribensis-cichlid/,PelvicachromisPulcher,Actinopterygii,Cichliformes,Cichlidae,Peaceful,Bottom - Middle,Omnivore,7.0,12.5,25.0,10.0,AF,-6.977876,-0.36825356,0.87663543
Kuhli Loach,/species-spotlight/kuhli-loach/,Pangiokuhlii,Actinopterygii,Cypriniformes,Cobitidae,Peaceful,Bottom,Omnivore,6.5,10.0,26.65,11.0,AS,4.7637267,-8.727004,2.442011
Lake Inle Danio,/species-spotlight/lake-inle-danio/,Devarioauropurpureus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,17.5,21.5,8.0,AS,-9.250888,-2.2705822,2.6333203
Lake Kutubu Rainbowfish,/species-spotlight/lake-kutubu-rainbowfish/,Melanotaenialacustris,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,7.75,16.5,23.6,12.5,OC,2.0140269,4.5054607,-1.7594362
Lake Tebera Rainbowfish,/species-spotlight/lake-tebera-rainbowfish/,Melanotaeniaherbertaxelrodi,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.75,12.5,23.05,10.0,OC,2.4036512,5.581378,-1.9215932
Lambchop Rasbora,/species-spotlight/lambchop-rasbora/,Trigonostigmaespei,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,All Levels,Omnivore,7.0,8.0,24.75,3.0,AS,-7.0800033,7.0490394,0.27441147
Laos Danio,/species-spotlight/laos-danio/,DevarioLaoensis,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.75,8.5,24.0,6.5,AS,-6.489633,3.5195956,0.014711112
Lemon Cichlid,/species-spotlight/lemon-cichlid/,Neolamprologusleleupi,Actinopterygii,Cichliformes,Cichlidae,Semi-Aggressive,All Levels,Omnivore,8.25,16.5,25.0,10.0,AF,-7.86286,-2.0762308,2.209937
Lemon Tetra,/species-spotlight/lemon-tetra/,Hyphessobryconpulchripinnis,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,5.5,23.9,5.0,SA,11.311473,-1.6034026,0.054756902
Leopard Bush Fish,/species-spotlight/leopard-bush-fish/,Ctenopomaacutirostre,Actinopterygii,Anabantiformes,Anabantidae,Semi-Aggressive,Middle - Top,Carnivore,6.5,10.0,22.8,15.0,AF,5.355294,-7.3602643,-1.0526887
Leopard Corydoras,/species-spotlight/leopard-corydoras/,CorydorasTrilineatus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.5,13.5,24.15,5.5,SA,-12.259325,-1.5945603,1.5249456
Leopard Danio,/species-spotlight/leopard-danio/,DanioRerio,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,7.0,11.0,22.5,6.0,AS,-6.0223565,3.522386,2.1411176
Leopard Frog Plecostomus,/species-spotlight/leopard-frog-plecostomus/,Peckoltiacompta,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.75,8.5,27.0,10.0,SA,5.0266204,-2.4433856,1.3436221
Leopard Sailfin Plecostomus,/species-spotlight/leopard-sailfin-plecostomus/,Pterygoplichthysgibbiceps,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,7.25,11.0,26.4,50.0,SA,0.52487075,-5.7131333,-0.13312803
Licorice Gourami,/species-spotlight/licorice-gourami/,Parosphromenusdeissneri,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Bottom - Middle,Omnivore,5.0,6.0,24.75,4.0,AS,8.714913,-7.412666,-1.2169017
Lined Barb,/species-spotlight/lined-barb/,Striuntiuslineatus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,5.5,10.0,23.05,6.0,AS,-6.3873954,3.5252235,1.6328661
Lipstick Barb,/species-spotlight/lipstick-barb/,Pethiaerythromycter,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,7.0,10.0,22.5,4.0,AS,-6.0758953,4.714007,2.019545
Lipstick Tetra,/species-spotlight/lipstick-tetra/,Moenkhausiacosmops,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,8.5,24.5,6.0,SA,8.667419,-0.31490108,-0.028681051
Long Finned Tetra,/species-spotlight/long-finned-tetra/,Brycinuslongipinnis,Actinopterygii,Characiformes,Alestidae,Peaceful,Middle - Top,Omnivore,6.75,12.0,24.15,12.5,AF,-5.481994,-1.5783352,0.30172107
Loreto Tetra,/species-spotlight/loreto-tetra/,Hyphessobryconloretoensis,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,9.0,24.75,3.0,SA,10.025578,1.6467985,1.3773206
Lyretail Killifish,/species-spotlight/lyretail-killifish/,Aphyosemionaustrale,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Peaceful,Middle - Top,Omnivore,6.25,7.5,26.15,6.0,AF,8.485669,-3.5453296,-0.5947342
Macmasters Apistogramma,/species-spotlight/macmasters-apistogramma/,Apistogrammamacmasteri,Actinopterygii,Cichliformes,Cichlidae,Peaceful,Bottom - Middle,Omnivore,6.25,4.5,25.85,7.0,SA,-8.1571665,2.488986,-3.1742983
Mahecola Barb,/species-spotlight/mahecola-barb/,Puntiusmahecola,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,6.75,8.5,20.85,7.5,AS,-4.2361197,2.7049682,0.2917283
Malabar Danio,/species-spotlight/malabar-danio/,Devariomalabaricus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,7.0,10.0,21.7,10.0,AS,-4.469655,1.2999914,0.48563284
Mamou Killifish,/species-spotlight/mamou-killifish/,Scriptaphyosemionguignardimamou,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Peaceful,Middle - Top,Omnivore,6.0,8.5,23.35,5.5,AF,8.4174,-4.101251,-0.73663306
Marble Sturisoma Whiptail Catfish,/species-spotlight/marble-sturisoma-whiptail-catfish/,Sturisomaaureum,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom - Middle,Omnivore,6.75,12.5,23.05,20.0,SA,2.7848365,-3.915776,-0.3530578
Marbled Hatchetfish,/species-spotlight/marbled-hatchetfish/,Carnegiellastrigata,Actinopterygii,Characiformes,Gasteropelecidae,Peaceful,Top,Omnivore,6.0,11.0,25.85,3.5,SA,6.9502163,-5.1756334,2.5194256
Marbled Limpet Nerite Snail,/species-spotlight/marbled-limpet-nerite-snail/,Septariaporcellana,Gastropoda,Cycloneritida,Neritidae,Peaceful,All Levels,Herbivore,7.5,7.0,25.5,3.0,AS,5.8785095,-10.884327,0.94670063
Marliers Julie,/species-spotlight/marliers-julie/,Julidochromismarlieri,Actinopterygii,Cichliformes,Cichlidae,Semi-Aggressive,Bottom - Middle,Omnivore,8.0,11.5,24.45,15.0,AF,-4.292958,-2.7662175,-0.39406112
Mascara Barb,/species-spotlight/mascara-barb/,DawkinsiaAssimilis,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,10.0,22.5,9.0,AS,-5.148425,1.475712,0.68055826
Mbu Pufferfish,/species-spotlight/mbu-pufferfish/,Tetraodonmbu,Actinopterygii,Tetraodontiformes,Tetraodontidae,Aggressive,Bottom - Middle,Molluscivore,7.5,17.5,25.0,75.0,AF,-0.040565364,-6.920855,0.15998158
Meghalaya Danio,/species-spotlight/meghalaya-danio/,DanioMeghalayensis,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,9.5,21.95,10.0,AS,-4.7380204,1.2915506,0.43780485
Melanzona Guppy,/species-spotlight/melanzona-guppy/,Poeciliaparae,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,7.5,14.0,25.85,5.0,SA,5.001582,4.5723147,0.33374462
Melon Barb,/species-spotlight/melon-barb/,Haludariafasciata,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,6.5,5.0,24.15,6.0,AS,-7.14254,4.2697654,-2.0913749
Merry Widow Livebearer,/species-spotlight/merry-widow-livebearer/,Phallichthysamates,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,All Levels,Omnivore,7.0,12.5,25.3,7.0,NAM,5.2907887,4.421956,0.045289032
Mexican Tetra,/species-spotlight/mexican-tetra/,Astyanaxmexicanus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,7.25,17.5,22.5,12.0,NAM,3.800713,1.3114408,0.06254813
Mollies,/species-spotlight/mollies/,PoeciliaSphenops,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,All Levels,Omnivore,7.5,22.5,23.9,12.0,SA,2.942987,2.7997198,-0.2199627
Montags Tetra,/species-spotlight/montags-tetra/,Hyphessbryconmontagi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,9.0,25.3,3.0,SA,10.052089,1.5938499,1.4213593
Moonlight Gourami,/species-spotlight/moonlight-gourami/,Trichopodusmicrolepis,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,6.75,13.5,27.5,15.0,AS,4.9675446,-7.624438,-1.7524683
Mottled Ctenopoma,/species-spotlight/mottled-ctenopoma/,Ctenopomaweeksii,Actinopterygii,Anabantiformes,Anabantidae,Peaceful,Bottom - Middle,Carnivore,6.75,9.5,25.85,12.0,AF,5.982988,-7.6371546,-0.958132
Mountain Crystal Tetra,/species-spotlight/mountain-crystal-tetra/,Protocheirodonpi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.75,12.5,25.5,4.0,SA,6.567321,2.3391094,1.8288057
Narayan Barb,/species-spotlight/narayan-barb/,"Pethiasetnai,Pethianarayani",Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,6.75,7.0,23.0,7.0,AS,-5.7989473,3.491815,-1.1238813
Nego Dagua Tetra,/species-spotlight/nego-dagua-tetra/,Hyphessobryconnegodagua,Actinopterygii,Characiformes,Characidae,Peaceful,Bottom - Middle,Omnivore,6.25,6.5,25.85,3.0,SA,12.156654,-0.28559098,1.2969017
Neon Blue Rasbora,/species-spotlight/neon-blue-rasbora/,Sundadanioaxelrodi,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,5.25,3.5,24.45,3.0,AS,-8.765813,6.3780446,-1.8141313
Neon Green Rasbora,/species-spotlight/neon-green-rasbora/,Microdevariokubotai,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.5,6.0,24.5,2.0,AS,-8.242148,6.773581,-0.6597235
Neon Tetra,/species-spotlight/neon-tetra/,Paracheirodoninnesi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.25,6.0,23.35,4.0,SA,11.375322,-1.5610245,0.7564912
Nijssens Corydoras,/species-spotlight/nijssens-corydoras/,Corydorasnijsseni,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom - Middle,Omnivore,6.0,6.0,23.6,5.0,SA,-11.8149185,3.1303961,-2.1879208
Ninja Shrimp,/species-spotlight/ninja-shrimp/,Caridinaserratirostris,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.25,8.0,25.5,2.5,OC,-5.6211586,9.308942,-0.60175455
Normans Lampeye Killifish,/species-spotlight/normans-lampeye-killifish/,Poropanchaxnormani,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,7.0,10.0,24.15,4.0,AF,6.0902653,5.994539,-0.7939597
Odessa Barb,/species-spotlight/odessa-barb/,PethiaPadamya,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,6.75,6.0,25.0,8.0,AS,-6.3138094,2.6117,-1.9070846
Opaline Gourami,/species-spotlight/opaline-gourami/,Trichopodustrichopterus,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle,Omnivore,7.0,20.0,25.85,15.0,AS,4.57595,-7.8079243,-2.4336073
Orange Finned Danio,/species-spotlight/orange-finned-danio/,Daniokyathit,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Top,Omnivore,7.0,9.5,20.85,5.0,AS,-4.783768,4.1626625,1.6153971
Orange Rili Shrimp,/species-spotlight/orange-rili-shrimp/,NeocaridinaHeteropodaVa,Malacostraca,Decapoda,Atyidae,Peaceful,Bottom - Middle,Omnivore,7.3,11.0,21.1,2.5,AS,-5.157348,6.097191,2.9293163
Ornate Ctenopoma,/species-spotlight/ornate-ctenopoma/,Microctenopomaansorgii,Actinopterygii,Anabantiformes,Anabantidae,Peaceful,Bottom - Middle,Carnivore,6.5,12.5,23.35,8.0,AF,6.458978,-8.7169075,-1.3405807
Ornate Rainbowfish,/species-spotlight/ornate-rainbowfish/,Rhadinocentrusornatus,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,6.5,15.0,23.9,8.0,OC,2.7024076,5.5195646,-1.4006381
Ornate Tetra,/species-spotlight/ornate-tetra/,Hyphessobryconbentosi,Actinopterygii,Characiformes,Characidae,Peaceful,All Levels,Omnivore,7.25,7.5,25.3,5.0,SA,10.252353,0.6103678,-0.7671855
Pacific Blue Eye Rainbowfish,/species-spotlight/pacific-blue-eye-rainbowfish/,Pseudomugilsignifer,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.0,10.0,24.5,7.0,OC,3.0184033,6.802271,-2.0801747
Palespotted Corydoras,/species-spotlight/palespotted-corydoras/,Corydorasgossei,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.25,7.0,24.15,6.0,SA,-12.248508,2.3212383,-2.4601274
